League,Season,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR
EPL,2019-2020,199,Mason Holgate,eng ENG,DF,Everton,22,1996,27,24,"2,054",22.8,0,3,0,0,0,5,0
EPL,2019-2020,200,Nathan Holland,eng ENG,MF,West Ham,21,1998,2,0,33,0.4,0,0,0,0,0,0,0
EPL,2019-2020,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR
EPL,2019-2020,201,Conor Hourihane,ie IRL,MF,Aston Villa,28,1991,27,18,"1,534",17.0,3,5,3,0,0,4,0
EPL,2019-2020,202,Callum Hudson-Odoi,eng ENG,FW,Chelsea,18,2000,22,7,863,9.6,1,5,1,0,0,1,0
EPL,2019-2020,203,Will Hughes,eng ENG,"MF,FW",Watford,24,1995,30,27,"2,252",25.0,1,1,1,0,0,9,0
EPL,2019-2020,204,Pierre Højbjerg,dk DEN,MF,Southampton,23,1995,33,30,"2,752",30.6,0,1,0,0,0,5,0
EPL,2019-2020,205,Jordon Ibe,eng ENG,DF,Bournemouth,23,1995,2,0,50,0.6,0,0,0,0,0,0,0
EPL,2019-2020,206,Adam Idah,ie IRL,"FW,MF",Norwich City,18,2001,12,1,228,2.5,0,0,0,0,0,0,0
EPL,2019-2020,207,Odion Ighalo,ng NGA,FW,Manchester Utd,30,1989,11,0,101,1.1,0,0,0,0,0,0,0
EPL,2019-2020,208,Kelechi Iheanacho,ng NGA,FW,Leicester City,22,1996,20,12,960,10.7,5,3,5,0,0,1,0
EPL,2019-2020,209,Danny Ings,eng ENG,FW,Southampton,27,1992,38,32,"2,804",31.2,22,2,21,1,2,3,0
EPL,2019-2020,210,Alex Iwobi,ng NGA,"MF,FW",Everton,23,1996,25,19,"1,596",17.7,1,0,1,0,0,0,0
EPL,2019-2020,211,Phil Jagielka,eng ENG,DF,Sheffield Utd,36,1982,6,2,244,2.7,0,0,0,0,0,0,0
EPL,2019-2020,212,Alireza Jahanbakhsh,ir IRN,"FW,MF",Brighton,25,1993,10,3,311,3.5,2,0,2,0,0,0,0
EPL,2019-2020,213,Daniel James,wal WAL,FW,Manchester Utd,21,1997,33,26,"2,287",25.4,3,6,3,0,0,4,0
EPL,2019-2020,214,Matty James,eng ENG,MF,Leicester City,28,1991,1,0,6,0.1,0,0,0,0,0,0,0
EPL,2019-2020,215,Reece James,eng ENG,DF,Chelsea,19,1999,24,16,"1,515",16.8,0,2,0,0,0,1,0
EPL,2019-2020,216,Daryl Janmaat,nl NED,DF,Watford,30,1989,8,7,607,6.7,0,1,0,0,0,1,0
EPL,2019-2020,217,Gabriel Jesus,br BRA,FW,Manchester City,22,1997,34,21,"2,030",22.6,14,7,14,0,1,3,0
EPL,2019-2020,218,Raúl Jiménez,mx MEX,FW,Wolves,28,1991,38,37,"3,236",36.0,17,6,13,4,4,3,0
EPL,2019-2020,219,Joelinton,br BRA,FW,Newcastle Utd,22,1996,38,32,"2,683",29.8,2,2,2,0,0,7,0
EPL,2019-2020,220,Ben Johnson,eng ENG,DF,West Ham,19,2000,3,3,270,3.0,0,0,0,0,0,0,0
EPL,2019-2020,221,Curtis Jones,eng ENG,MF,Liverpool,18,2001,6,1,126,1.4,1,0,1,0,0,0,0
EPL,2019-2020,222,Phil Jones,eng ENG,DF,Manchester Utd,27,1992,2,2,135,1.5,0,0,0,0,0,0,0
EPL,2019-2020,223,Bruno Jordão,pt POR,FW,Wolves,20,1998,1,0,7,0.1,0,0,0,0,0,0,0
EPL,2019-2020,224,Jorginho,it ITA,MF,Chelsea,27,1991,31,27,"2,379",26.4,4,2,1,3,3,10,0
EPL,2019-2020,225,Jota,es ESP,"FW,MF",Aston Villa,28,1991,10,4,335,3.7,0,1,0,0,0,0,0
EPL,2019-2020,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR
EPL,2019-2020,226,Diogo Jota,pt POR,"FW,MF",Wolves,22,1996,34,27,"2,284",25.4,7,1,7,0,0,4,0
EPL,2019-2020,227,James Justin,eng ENG,DF,Leicester City,21,1998,13,11,"1,012",11.2,0,1,0,0,0,1,0
EPL,2019-2020,228,Christian Kabasele,be BEL,DF,Watford,28,1991,27,26,"2,250",25.0,0,2,0,0,0,3,2
EPL,2019-2020,229,Harry Kane,eng ENG,FW,Tottenham,26,1993,29,29,"2,587",28.7,18,2,16,2,2,4,0
EPL,2019-2020,230,N'Golo Kanté,fr FRA,MF,Chelsea,28,1991,22,20,"1,732",19.2,3,0,3,0,0,4,0
EPL,2019-2020,231,Moise Kean,it ITA,FW,Everton,19,2000,29,6,852,9.5,2,2,2,0,0,1,0
EPL,2019-2020,232,Michael Keane,eng ENG,DF,Everton,26,1993,31,28,"2,559",28.4,2,0,2,0,0,3,0
EPL,2019-2020,233,Naby Keïta,gn GUI,MF,Liverpool,24,1995,18,9,815,9.1,2,3,2,0,0,1,0
EPL,2019-2020,234,Lloyd Kelly,eng ENG,DF,Bournemouth,20,1998,8,7,639,7.1,0,0,0,0,0,2,0
EPL,2019-2020,235,Martin Kelly,eng ENG,DF,Crystal Palace,29,1990,19,17,"1,549",17.2,0,1,0,0,0,0,0
EPL,2019-2020,236,Max Kilman,eng ENG,DF,Wolves,22,1997,3,2,185,2.1,0,0,0,0,0,0,0
EPL,2019-2020,237,Joshua King,no NOR,"FW,MF",Bournemouth,27,1992,26,24,"2,011",22.3,6,4,3,3,3,0,0
EPL,2019-2020,238,Timm Klose,ch SUI,DF,Norwich City,31,1988,7,7,585,6.5,0,0,0,0,0,0,0
EPL,2019-2020,239,Jonathan Kodjia,ci CIV,"FW,MF",Aston Villa,29,1989,6,0,117,1.3,0,0,0,0,0,1,0
EPL,2019-2020,240,Sead Kolašinac,ba BIH,DF,Arsenal,26,1993,26,19,"1,701",18.9,0,2,0,0,0,4,0
EPL,2019-2020,241,Ezri Konsa,eng ENG,DF,Aston Villa,21,1997,25,24,"2,039",22.7,1,2,1,0,0,3,0
EPL,2019-2020,242,Cheikhou Kouyaté,sn SEN,"MF,DF",Crystal Palace,29,1989,35,29,"2,528",28.1,1,1,1,0,0,4,0
EPL,2019-2020,243,Mateo Kovačić,hr CRO,MF,Chelsea,25,1994,31,23,"2,073",23.0,1,3,1,0,0,8,0
EPL,2019-2020,244,Emil Krafth,se SWE,DF,Newcastle Utd,24,1994,17,11,"1,020",11.3,0,1,0,0,0,0,0
EPL,2019-2020,245,Tim Krul,nl NED,GK,Norwich City,31,1988,36,36,"3,240",36.0,0,0,0,0,0,4,0
EPL,2019-2020,246,Alexandre Lacazette,fr FRA,FW,Arsenal,28,1991,30,22,"1,874",20.8,10,4,10,0,0,8,0
EPL,2019-2020,247,Adam Lallana,eng ENG,"MF,FW",Liverpool,31,1988,15,3,382,4.2,1,1,1,0,0,1,0
EPL,2019-2020,248,Érik Lamela,ar ARG,"MF,FW",Tottenham,27,1992,25,12,"1,215",13.5,2,1,2,0,0,3,0
EPL,2019-2020,249,Tariq Lamptey,eng ENG,DF,Brighton,18,2000,8,7,588,6.5,0,1,0,0,0,2,0
EPL,2019-2020,250,Tariq Lamptey,eng ENG,DF,Chelsea,18,2000,1,0,32,0.4,0,0,0,0,0,0,0
EPL,2019-2020,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR
EPL,2019-2020,251,Henri Lansbury,eng ENG,MF,Aston Villa,28,1990,10,2,195,2.2,0,0,0,0,0,0,0
EPL,2019-2020,252,Manuel Lanzini,ar ARG,"MF,FW",West Ham,26,1993,24,14,"1,379",15.3,0,2,0,0,0,1,0
EPL,2019-2020,253,Aymeric Laporte,fr FRA,DF,Manchester City,25,1994,15,14,"1,097",12.2,1,0,1,0,0,1,0
EPL,2019-2020,254,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,25,1993,24,24,"2,076",23.1,1,0,1,0,0,5,0
EPL,2019-2020,255,Valentino Lazaro,at AUT,"DF,MF",Newcastle Utd,23,1996,13,4,480,5.3,1,0,1,0,0,0,1
EPL,2019-2020,256,Moritz Leitner,de GER,MF,Norwich City,26,1992,9,7,685,7.6,0,0,0,0,0,1,0
EPL,2019-2020,257,Florian Lejeune,fr FRA,DF,Newcastle Utd,28,1991,6,4,442,4.9,2,0,2,0,0,0,0
EPL,2019-2020,258,Aaron Lennon,eng ENG,MF,Burnley,32,1987,16,4,496,5.5,0,0,0,0,0,4,0
EPL,2019-2020,259,Bernd Leno,de GER,GK,Arsenal,27,1992,30,30,"2,649",29.4,0,0,0,0,0,2,0
EPL,2019-2020,260,Jefferson Lerma,co COL,MF,Bournemouth,24,1994,33,31,"2,703",30.0,1,2,1,0,0,13,1
EPL,2019-2020,261,Jamal Lewis,nir NIR,DF,Norwich City,21,1998,28,25,"2,304",25.6,1,0,1,0,0,4,0
EPL,2019-2020,262,Victor Lindelöf,se SWE,DF,Manchester Utd,25,1994,35,35,"3,092",34.4,1,0,1,0,0,6,0
EPL,2019-2020,263,Jesse Lingard,eng ENG,"MF,FW",Manchester Utd,26,1992,22,9,935,10.4,1,0,1,0,0,3,0
EPL,2019-2020,264,Hugo Lloris,fr FRA,GK,Tottenham,32,1986,21,21,"1,807",20.1,0,0,0,0,0,0,0
EPL,2019-2020,265,Giovani Lo Celso,ar ARG,"MF,FW",Tottenham,23,1996,28,15,"1,492",16.6,0,2,0,0,0,6,0
EPL,2019-2020,266,Jürgen Locadia,nl NED,"MF,FW",Brighton,25,1993,2,1,86,1.0,0,0,0,0,0,0,0
EPL,2019-2020,267,Ruben Loftus-Cheek,eng ENG,"MF,FW",Chelsea,23,1996,7,2,208,2.3,0,1,0,0,0,0,0
EPL,2019-2020,268,Kevin Long,ie IRL,DF,Burnley,28,1990,8,6,564,6.3,0,0,0,0,0,0,0
EPL,2019-2020,269,Shane Long,ie IRL,FW,Southampton,32,1987,26,15,"1,395",15.5,2,2,2,0,0,0,0
EPL,2019-2020,270,Matthew Longstaff,eng ENG,MF,Newcastle Utd,19,2000,9,6,575,6.4,2,0,2,0,0,1,0
EPL,2019-2020,271,Sean Longstaff,eng ENG,MF,Newcastle Utd,21,1997,23,14,"1,378",15.3,1,1,1,0,0,2,1
EPL,2019-2020,272,Dejan Lovren,hr CRO,DF,Liverpool,30,1989,10,9,777,8.6,0,1,0,0,0,1,0
EPL,2019-2020,273,Matthew Lowton,eng ENG,DF,Burnley,30,1989,17,17,"1,530",17.0,0,1,0,0,0,2,0
EPL,2019-2020,274,David Luiz,br BRA,DF,Arsenal,32,1987,33,32,"2,809",31.2,2,1,2,0,0,5,2
EPL,2019-2020,275,Douglas Luiz,br BRA,MF,Aston Villa,21,1998,36,28,"2,612",29.0,3,2,3,0,0,8,0
EPL,2019-2020,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR
EPL,2019-2020,276,John Lundstram,eng ENG,MF,Sheffield Utd,25,1994,34,26,"2,458",27.3,5,3,5,0,0,5,0
EPL,2019-2020,277,Alexis Mac Allister,ar ARG,"MF,FW",Brighton,20,1998,9,4,352,3.9,0,0,0,0,0,0,0
EPL,2019-2020,278,James Maddison,eng ENG,MF,Leicester City,22,1996,31,29,"2,624",29.2,6,3,6,0,0,4,0
EPL,2019-2020,279,Harry Maguire,eng ENG,DF,Manchester Utd,26,1993,38,38,"3,420",38.0,1,1,1,0,0,6,0
EPL,2019-2020,280,Riyad Mahrez,dz ALG,FW,Manchester City,28,1991,33,21,"1,944",21.6,11,9,10,1,1,0,0
EPL,2019-2020,281,Ainsley Maitland-Niles,eng ENG,DF,Arsenal,21,1997,20,15,"1,386",15.4,0,2,0,0,0,6,1
EPL,2019-2020,282,Sadio Mané,sn SEN,FW,Liverpool,27,1992,35,31,"2,747",30.5,18,7,18,0,0,3,0
EPL,2019-2020,283,Javier Manquillo,es ESP,DF,Newcastle Utd,25,1994,21,18,"1,599",17.8,0,1,0,0,0,5,0
EPL,2019-2020,284,Solly March,eng ENG,"DF,FW",Brighton,25,1994,19,11,"1,143",12.7,0,1,0,0,0,2,0
EPL,2019-2020,285,Pablo Marí,es ESP,DF,Arsenal,25,1993,2,2,113,1.3,0,0,0,0,0,0,0
EPL,2019-2020,286,Adrian Mariappa,jm JAM,DF,Watford,32,1986,20,15,"1,513",16.8,0,0,0,0,0,6,1
EPL,2019-2020,287,Anthony Martial,fr FRA,FW,Manchester Utd,23,1995,32,31,"2,624",29.2,17,6,17,0,1,1,0
EPL,2019-2020,288,David Martin,eng ENG,GK,West Ham,33,1986,5,4,436,4.8,0,0,0,0,0,1,0
EPL,2019-2020,289,Josh Martin,eng ENG,FW,Norwich City,17,2001,5,0,37,0.4,0,0,0,0,0,0,0
EPL,2019-2020,290,Martinelli,br BRA,FW,Arsenal,18,2001,14,6,663,7.4,3,0,3,0,0,1,0
EPL,2019-2020,291,Emiliano Martínez,ar ARG,GK,Arsenal,26,1992,9,8,771,8.6,0,0,0,0,0,2,0
EPL,2019-2020,292,Adam Masina,ma MAR,DF,Watford,25,1994,26,20,"1,821",20.2,1,0,1,0,0,3,0
EPL,2019-2020,293,Arthur Masuaku,cd COD,DF,West Ham,25,1993,17,10,937,10.4,0,1,0,0,0,6,1
EPL,2019-2020,294,Juan Mata,es ESP,"MF,FW",Manchester Utd,31,1988,19,8,758,8.4,0,2,0,0,0,1,0
EPL,2019-2020,295,Nemanja Matić,rs SRB,MF,Manchester Utd,30,1988,21,18,"1,581",17.6,0,2,0,0,0,3,0
EPL,2019-2020,296,Joël Matip,cm CMR,DF,Liverpool,27,1991,9,8,703,7.8,1,0,1,0,0,0,0
EPL,2019-2020,297,Neal Maupay,fr FRA,FW,Brighton,22,1996,37,30,"2,766",30.7,10,3,9,1,2,3,0
EPL,2019-2020,298,James McArthur,sco SCO,MF,Crystal Palace,31,1987,37,37,"3,090",34.3,0,3,0,0,0,6,0
EPL,2019-2020,299,Oliver McBurnie,sco SCO,FW,Sheffield Utd,23,1996,36,24,"2,113",23.5,6,0,6,0,0,4,0
EPL,2019-2020,300,Alex McCarthy,eng ENG,GK,Southampton,29,1989,28,28,"2,520",28.0,0,0,0,0,0,0,0
EPL,2019-2020,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR
EPL,2019-2020,301,James McCarthy,ie IRL,MF,Crystal Palace,28,1990,33,16,"1,680",18.7,0,0,0,0,0,9,0
EPL,2019-2020,302,John McGinn,sco SCO,MF,Aston Villa,24,1994,28,27,"2,312",25.7,3,3,3,0,0,3,0
EPL,2019-2020,303,David McGoldrick,ie IRL,FW,Sheffield Utd,31,1987,28,22,"1,815",20.2,2,2,2,0,0,2,0
EPL,2019-2020,304,Michael McGovern,nir NIR,GK,Norwich City,35,1984,2,1,159,1.8,0,0,0,0,0,0,0
EPL,2019-2020,305,Kenny McLean,sco SCO,MF,Norwich City,27,1992,37,32,"2,968",33.0,1,1,1,0,0,5,0
EPL,2019-2020,306,Dwight McNeil,eng ENG,MF,Burnley,19,1999,38,38,"3,338",37.1,2,6,2,0,0,5,0
EPL,2019-2020,307,Scott McTominay,sco SCO,MF,Manchester Utd,22,1996,27,20,"1,772",19.7,4,1,4,0,0,2,0
EPL,2019-2020,308,Ben Mee,eng ENG,DF,Burnley,29,1989,32,32,"2,880",32.0,1,1,1,0,0,7,0
EPL,2019-2020,309,Benjamin Mendy,fr FRA,DF,Manchester City,25,1994,19,18,"1,492",16.6,0,2,0,0,0,3,0
EPL,2019-2020,310,Nampalys Mendy,sn SEN,MF,Leicester City,27,1992,7,4,291,3.2,0,0,0,0,0,0,0
EPL,2019-2020,311,Chris Mepham,wal WAL,DF,Bournemouth,21,1997,12,10,912,10.1,1,0,1,0,0,1,0
EPL,2019-2020,312,Max Meyer,de GER,"MF,FW",Crystal Palace,23,1995,17,6,655,7.3,0,0,0,0,0,1,0
EPL,2019-2020,313,Luka Milivojević,rs SRB,MF,Crystal Palace,28,1991,31,28,"2,513",27.9,3,1,1,2,2,12,0
EPL,2019-2020,314,James Milner,eng ENG,"MF,DF",Liverpool,33,1986,22,9,937,10.4,2,2,0,2,2,4,0
EPL,2019-2020,315,Yerry Mina,co COL,DF,Everton,24,1994,29,25,"2,284",25.4,2,1,2,0,0,3,0
EPL,2019-2020,316,Takumi Minamino,jp JPN,"FW,MF",Liverpool,24,1995,10,2,249,2.8,0,0,0,0,0,0,0
EPL,2019-2020,317,Tyrone Mings,eng ENG,DF,Aston Villa,26,1993,33,33,"2,902",32.2,2,2,2,0,0,7,0
EPL,2019-2020,318,Tyrick Mitchell,eng ENG,DF,Crystal Palace,19,1999,4,2,195,2.2,0,0,0,0,0,1,0
EPL,2019-2020,319,Henrikh Mkhitaryan,am ARM,FW,Arsenal,30,1989,3,1,112,1.2,0,0,0,0,0,1,0
EPL,2019-2020,320,Nacho Monreal,es ESP,DF,Arsenal,33,1986,3,3,270,3.0,0,0,0,0,0,0,0
EPL,2019-2020,321,Martín Montoya,es ESP,DF,Brighton,28,1991,27,23,"1,896",21.1,0,1,0,0,0,5,0
EPL,2019-2020,322,Simon Moore,eng ENG,GK,Sheffield Utd,29,1990,2,2,180,2.0,0,0,0,0,0,0,0
EPL,2019-2020,323,Aaron Mooy,au AUS,"MF,FW",Brighton,28,1990,31,25,"2,085",23.2,2,2,2,0,0,3,1
EPL,2019-2020,324,Wesley Moraes,br BRA,FW,Aston Villa,22,1996,21,21,"1,782",19.8,5,1,5,0,1,3,0
EPL,2019-2020,325,Wes Morgan,jm JAM,DF,Leicester City,35,1984,11,4,436,4.8,0,0,0,0,0,0,0
EPL,2019-2020,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR
EPL,2019-2020,326,Ravel Morrison,jm JAM,MF,Sheffield Utd,26,1993,1,0,13,0.1,0,0,0,0,0,0,0
EPL,2019-2020,327,Mason Mount,eng ENG,"MF,FW",Chelsea,20,1999,37,32,"2,867",31.9,7,5,7,0,0,3,0
EPL,2019-2020,328,Lucas Moura,br BRA,"FW,MF",Tottenham,26,1992,35,25,"2,242",24.9,4,4,4,0,0,3,0
EPL,2019-2020,329,Lys Mousset,fr FRA,FW,Sheffield Utd,23,1996,30,11,"1,240",13.8,6,4,6,0,0,1,0
EPL,2019-2020,330,João Moutinho,pt POR,MF,Wolves,32,1986,38,34,"3,108",34.5,1,6,1,0,0,7,0
EPL,2019-2020,331,Glenn Murray,eng ENG,FW,Brighton,35,1983,23,7,797,8.9,1,1,1,0,0,0,0
EPL,2019-2020,332,Shkodran Mustafi,de GER,DF,Arsenal,27,1992,15,13,"1,207",13.4,0,1,0,0,0,2,0
EPL,2019-2020,333,Yoshinori Mutō,jp JPN,"FW,MF",Newcastle Utd,27,1992,8,2,212,2.4,0,0,0,0,0,0,0
EPL,2019-2020,334,Georges-Kévin N'Koudou,fr FRA,FW,Tottenham,24,1995,1,0,3,0.0,0,0,0,0,0,0,0
EPL,2019-2020,335,Marvelous Nakamba,zw ZIM,MF,Aston Villa,25,1994,29,19,"1,836",20.4,0,0,0,0,0,5,0
EPL,2019-2020,336,Wilfred Ndidi,ng NGA,MF,Leicester City,22,1996,32,29,"2,674",29.7,2,1,2,0,0,6,0
EPL,2019-2020,337,Tanguy Ndombele,fr FRA,MF,Tottenham,22,1996,21,12,"1,009",11.2,2,2,2,0,0,3,0
EPL,2019-2020,338,Reiss Nelson,eng ENG,FW,Arsenal,19,1999,17,7,631,7.0,1,0,1,0,0,1,0
EPL,2019-2020,339,Pedro Neto,pt POR,"FW,MF",Wolves,19,2000,29,9,939,10.4,3,3,3,0,0,3,0
EPL,2019-2020,340,Rúben Neves,pt POR,MF,Wolves,22,1997,38,35,"3,056",34.0,2,2,2,0,0,9,0
EPL,2019-2020,341,Jeremy Ngakia,eng ENG,DF,West Ham,18,2000,5,5,440,4.9,0,0,0,0,0,0,0
EPL,2019-2020,342,Oumar Niasse,sn SEN,FW,Everton,29,1990,3,0,22,0.2,0,0,0,0,0,0,0
EPL,2019-2020,343,Eddie Nketiah,eng ENG,FW,Arsenal,20,1999,13,7,633,7.0,2,0,2,0,0,0,1
EPL,2019-2020,344,Mark Noble,eng ENG,MF,West Ham,32,1987,33,32,"2,674",29.7,4,3,1,3,3,5,0
EPL,2019-2020,345,Oliver Norwood,nir NIR,MF,Sheffield Utd,28,1991,38,37,"3,090",34.3,1,1,0,1,1,8,0
EPL,2019-2020,346,Ørjan Nyland,no NOR,GK,Aston Villa,28,1990,7,5,539,6.0,0,0,0,0,0,0,0
EPL,2019-2020,347,Jack O'Connell,eng ENG,DF,Sheffield Utd,25,1994,33,32,"2,916",32.4,0,1,0,0,0,4,0
EPL,2019-2020,348,Michael Obafemi,ie IRL,FW,Southampton,19,2000,21,8,665,7.4,3,2,3,0,0,1,0
EPL,2019-2020,349,Angelo Ogbonna,it ITA,DF,West Ham,31,1988,31,31,"2,786",31.0,2,0,2,0,0,4,0
EPL,2019-2020,350,Divock Origi,be BEL,FW,Liverpool,24,1995,28,7,717,8.0,4,1,4,0,0,1,0
EPL,2019-2020,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR
EPL,2019-2020,351,Ben Osborn,eng ENG,"MF,DF",Sheffield Utd,24,1994,13,6,594,6.6,0,0,0,0,0,0,0
EPL,2019-2020,352,Nicolás Otamendi,ar ARG,DF,Manchester City,31,1988,24,18,"1,715",19.1,2,0,2,0,0,3,0
EPL,2019-2020,353,Alex Oxlade-Chamberlain,eng ENG,"MF,FW",Liverpool,25,1993,30,17,"1,485",16.5,4,1,4,0,0,1,0
EPL,2019-2020,354,Mesut Özil,de GER,MF,Arsenal,30,1988,18,18,"1,438",16.0,1,2,1,0,0,1,0
EPL,2019-2020,355,Emerson Palmieri,it ITA,DF,Chelsea,24,1994,15,13,"1,024",11.4,0,0,0,0,0,3,0
EPL,2019-2020,356,Sokratis Papastathopoulos,gr GRE,DF,Arsenal,31,1988,19,19,"1,696",18.8,2,0,2,0,0,6,0
EPL,2019-2020,357,Troy Parrott,ie IRL,MF,Tottenham,17,2002,2,0,7,0.1,0,0,0,0,0,0,0
EPL,2019-2020,358,Rui Patrício,pt POR,GK,Wolves,31,1988,38,38,"3,420",38.0,0,0,0,0,0,0,0
EPL,2019-2020,359,Pedro,es ESP,FW,Chelsea,32,1987,11,8,661,7.3,1,1,1,0,0,1,0
EPL,2019-2020,360,João Pedro,br BRA,"FW,MF",Watford,17,2001,3,0,25,0.3,0,0,0,0,0,0,0
EPL,2019-2020,361,Nicolas Pépé,ci CIV,FW,Arsenal,24,1995,31,22,"2,010",22.3,5,6,4,1,1,4,0
EPL,2019-2020,362,Andreas Pereira,br BRA,"MF,FW",Manchester Utd,23,1996,25,18,"1,484",16.5,1,3,1,0,0,3,0
EPL,2019-2020,363,Ricardo Pereira,pt POR,DF,Leicester City,25,1993,28,28,"2,520",28.0,3,2,3,0,0,1,0
EPL,2019-2020,364,Roberto Pereyra,ar ARG,"FW,MF",Watford,28,1991,28,17,"1,648",18.3,3,0,2,1,1,4,0
EPL,2019-2020,365,Ayoze Pérez,es ESP,"MF,FW",Leicester City,26,1993,33,26,"2,004",22.3,8,4,7,1,1,0,0
EPL,2019-2020,366,Jordan Pickford,eng ENG,GK,Everton,25,1994,38,38,"3,420",38.0,0,0,0,0,0,2,0
EPL,2019-2020,367,Brandon Pierrick,eng ENG,"DF,FW",Crystal Palace,17,2001,2,0,15,0.2,0,0,0,0,0,0,0
EPL,2019-2020,368,Erik Pieters,nl NED,"DF,MF",Burnley,30,1988,24,21,"1,878",20.9,0,4,0,0,0,2,0
EPL,2019-2020,369,Daniel Podence,pt POR,"FW,MF",Wolves,23,1995,9,3,289,3.2,1,0,1,0,0,0,0
EPL,2019-2020,370,Paul Pogba,fr FRA,MF,Manchester Utd,26,1993,16,13,"1,204",13.4,1,3,1,0,1,1,0
EPL,2019-2020,371,Nick Pope,eng ENG,GK,Burnley,27,1992,38,38,"3,420",38.0,0,0,0,0,0,1,0
EPL,2019-2020,372,Dennis Praet,be BEL,MF,Leicester City,25,1994,27,12,"1,134",12.6,1,2,1,0,0,2,0
EPL,2019-2020,373,Sebastian Prödl,at AUT,DF,Watford,32,1987,1,1,56,0.6,0,0,0,0,0,0,0
EPL,2019-2020,374,Davy Pröpper,nl NED,MF,Brighton,27,1991,35,32,"2,829",31.4,1,2,1,0,0,4,0
EPL,2019-2020,375,Teemu Pukki,fi FIN,FW,Norwich City,29,1990,36,33,"2,886",32.1,11,3,9,2,2,3,0
EPL,2019-2020,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR
EPL,2019-2020,376,Christian Pulisic,us USA,FW,Chelsea,20,1998,25,19,"1,722",19.1,9,4,9,0,0,0,0
EPL,2019-2020,377,Ignacio Pussetto,ar ARG,"FW,DF",Watford,23,1995,7,0,74,0.8,0,0,0,0,0,1,0
EPL,2019-2020,378,Domingos Quina,pt POR,MF,Watford,19,1999,4,0,22,0.2,0,0,0,0,0,0,0
EPL,2019-2020,379,Aaron Ramsdale,eng ENG,GK,Bournemouth,21,1998,37,37,"3,330",37.0,0,1,0,0,0,0,0
EPL,2019-2020,380,Darren Randolph,ie IRL,GK,West Ham,32,1987,2,2,180,2.0,0,0,0,0,0,0,0
EPL,2019-2020,381,Marcus Rashford,eng ENG,FW,Manchester Utd,21,1997,31,31,"2,643",29.4,17,7,11,6,8,3,0
EPL,2019-2020,382,Nathan Redmond,eng ENG,"MF,FW",Southampton,25,1994,32,32,"2,762",30.7,4,4,4,0,0,2,0
EPL,2019-2020,383,Pepe Reina,es ESP,GK,Aston Villa,36,1982,12,12,"1,080",12.0,0,0,0,0,0,1,0
EPL,2019-2020,384,Declan Rice,eng ENG,MF,West Ham,20,1999,38,38,"3,420",38.0,1,3,1,0,0,6,0
EPL,2019-2020,385,Richarlison,br BRA,FW,Everton,22,1997,36,36,"3,070",34.1,13,3,13,0,0,8,0
EPL,2019-2020,386,Diego Rico,es ESP,DF,Bournemouth,26,1993,27,27,"2,332",25.9,0,4,0,0,0,6,0
EPL,2019-2020,387,Jaïro Riedewald,nl NED,"DF,MF",Crystal Palace,22,1996,17,7,769,8.5,0,0,0,0,0,0,0
EPL,2019-2020,388,Matt Ritchie,sco SCO,"DF,MF",Newcastle Utd,29,1989,18,14,"1,315",14.6,2,1,2,0,1,4,0
EPL,2019-2020,389,Roberto,es ESP,GK,West Ham,33,1986,8,7,687,7.6,0,0,0,0,0,0,0
EPL,2019-2020,390,Patrick Roberts,eng ENG,"MF,FW",Norwich City,22,1997,3,0,26,0.3,0,0,0,0,0,0,0
EPL,2019-2020,391,Andrew Robertson,sco SCO,DF,Liverpool,25,1994,36,34,"3,111",34.6,2,12,2,0,0,2,0
EPL,2019-2020,392,Callum Robinson,ie IRL,FW,Sheffield Utd,24,1995,16,9,676,7.5,1,1,1,0,0,1,0
EPL,2019-2020,393,Jack Robinson,eng ENG,DF,Sheffield Utd,25,1993,6,6,504,5.6,0,0,0,0,0,0,0
EPL,2019-2020,394,Rodri,es ESP,MF,Manchester City,23,1996,35,29,"2,486",27.6,3,2,3,0,0,8,0
EPL,2019-2020,395,Jay Rodriguez,eng ENG,FW,Burnley,30,1989,36,20,"2,016",22.4,8,1,7,1,1,1,0
